,y
103301,0.72
103302,0.69
103303,0.68
103304,0.67
103305,0.67
103306,0.67
103307,0.66
103308,0.65
103309,0.61
103310,0.61
103311,0.59
103312,0.59
103313,0.59
103314,0.6
103315,0.61
103316,0.58
103317,0.57
103318,0.61
103319,0.6
103320,0.61
103321,0.64
103322,0.57
103323,0.58
103324,0.56
103325,0.53
103326,0.56
103327,0.59
