,y
101510,-0.030000000000000027
101511,-0.040000000000000036
101512,0.07000000000000006
101513,-0.07000000000000006
101514,0.10000000000000009
101515,-0.06000000000000005
101516,-0.030000000000000027
101517,-0.030000000000000027
101518,0.010000000000000009
101519,-0.050000000000000044
101520,-0.029999999999999805
101521,0.029999999999999805
101522,-0.04999999999999982
101523,-0.06000000000000005
101524,-0.08000000000000007
101525,0.040000000000000036
101526,-0.010000000000000009
101527,-0.06000000000000005
101528,-0.06999999999999984
101529,0.05999999999999983
101530,0.06000000000000005
101531,0.08000000000000007
101532,-0.020000000000000018
101533,-0.06000000000000005
101534,0.040000000000000036
101535,0.0
101536,0.040000000000000036
101537,-0.020000000000000018
101538,0.010000000000000009
101539,0.0
