,y
102857,-0.060000000000000386
102858,0.050000000000000044
102859,0.03000000000000025
102860,-0.13000000000000034
102861,0.1700000000000006
102862,-0.4100000000000009
102863,0.7200000000000006
102864,-0.6099999999999999
102865,0.12999999999999945
102866,0.5100000000000005
102867,-0.8200000000000003
102868,0.3600000000000003
102869,0.009999999999999787
102870,0.4599999999999995
102871,-1.0399999999999987
102872,0.9599999999999986
102873,-0.07999999999999918
102874,-0.9300000000000002
102875,1.1299999999999992
102876,-0.9099999999999981
102877,0.8799999999999977
102878,-0.8699999999999983
102879,0.8599999999999994
