,y
103303,0.02000000000000013
103304,-1.1102230246251565e-16
103305,0.010000000000000009
103306,0.0
103307,-0.010000000000000009
103308,0.0
103309,-0.030000000000000027
103310,0.040000000000000036
103311,-0.020000000000000018
103312,0.020000000000000018
103313,0.0
103314,0.010000000000000009
103315,0.0
103316,-0.040000000000000036
103317,0.020000000000000018
103318,0.050000000000000044
103319,-0.050000000000000044
103320,0.020000000000000018
103321,0.020000000000000018
103322,-0.10000000000000009
103323,0.08000000000000007
103324,-0.029999999999999916
103325,-0.01000000000000012
103326,0.06000000000000005
103327,-1.1102230246251565e-16
103328,-0.08999999999999986
103329,0.029999999999999916
103330,0.020000000000000018
103331,-0.03999999999999998
