,y
101957,1.21
101958,1.22
101959,1.27
101960,1.27
101961,1.19
101962,1.18
101963,1.16
101964,1.19
101965,1.13
101966,1.23
101967,1.17
101968,0.97
101969,0.82
101970,0.88
101971,0.9
101972,1.34
101973,1.27
101974,1.6
101975,1.53
101976,1.42
101977,1.53
101978,1.44
101979,1.34
101980,1.4
101981,1.17
101982,1.18
101983,1.11
101984,1.14
101985,1.12
101986,1.06
101987,1.18
